campaign,deployment,platform_name,latitude,longitude
TOTE-VOTE,TOTE-VOTE-D1_1995,Permanent Land Site,19.54,-155.58
TOTE-VOTE,TOTE-VOTE-D1_1995,Vehicle,19.54,-155.58
