campaign,deployment,platform_name,latitude,longitude
SPADE,SPADE-D1_1992-Oct,Balloon Launch Site,76,137.9
SPADE,SPADE-D1_1992-Oct,Balloon Launch Site,37.33,-121.87
SPADE,SPADE-D2_1993-Apr,Balloon Launch Site,76,137.9
SPADE,SPADE-D2_1993-Apr,Balloon Launch Site,37.33,-121.87
SPADE,SPADE-D3_1993-Oct,Balloon Launch Site,76,137.9
