campaign,deployment,platform_name,latitude,longitude
CEPEX,CEPEX-D1_1993,Balloon Launch Site,-8.52,179.22
CEPEX,CEPEX-D1_1993,Balloon Launch Site,8.72,167.73
CEPEX,CEPEX-D1_1993,Balloon Launch Site,-17.78,177.43
