campaign,deployment,platform_name,latitude,longitude
ALOFT,ALOFT-D1_2023,Permanent Land Site,28.57,-80.65
ALOFT,ALOFT-D1_2023,Permanent Land Site,25.5,-80.56
ALOFT,ALOFT-D1_2023,Permanent Land Site,12.59,-81.7
