campaign,deployment,platform_name,latitude,longitude
TC4,TC4-D1_2007,Field Site,7.75,-80.25
TC4,TC4-D1_2007,Vehicle,7.75,-80.25
TC4,TC4-D1_2007,Balloon Launch Site,7.75,-80.25
TC4,TC4-D1_2007,Balloon Launch Site,9.99,-84.22
TC4,TC4-D1_2007,Balloon Launch Site,-0.9,-89.62
