campaign,deployment,platform_name,latitude,longitude
ARESE,ARESE-D1_1995,Field Site,36.6,-97.49
ARESE,ARESE-D1_1995,Balloon Launch Site,36.6,-97.49
ARESE,ARESE-D2_2000,Field Site,36.6,-97.49
