campaign,deployment,platform_name,latitude,longitude
SMAPVEX,SMAPVEX-D1_2008,Field Site,39.01,-75.9
SMAPVEX,SMAPVEX-D2_2012,Field Site,49.7,-98.18
SMAPVEX,SMAPVEX-D3_2015,Field Site,31.63,-110.16
SMAPVEX,SMAPVEX-D4_2016,Field Site,42.52,-93.38
SMAPVEX,SMAPVEX-D4_2016,Field Site,49.5,-97.9
