campaign,deployment,platform_name,latitude,longitude
TRMM-LBA,TRMM-LBA-D1_1999,Field Site,-10.75,-62.25
TRMM-LBA,TRMM-LBA-D1_1999,Field Site,-11.25,-62
TRMM-LBA,TRMM-LBA-D1_1999,Balloon Launch Site,-10.14,-61.91
TRMM-LBA,TRMM-LBA-D1_1999,Balloon Launch Site,-11.7,-61.78
TRMM-LBA,TRMM-LBA-D1_1999,Balloon Launch Site,-10.75,-62.37
TRMM-LBA,TRMM-LBA-D1_1999,Balloon Launch Site,-10.28,-62.72
