campaign,deployment,platform_name,latitude,longitude
MILARGO,MILARGO-D1_2006,Field Site,19.49,-99.15
MILARGO,MILARGO-D1_2006,Field Site,19.7,-98.98
MILARGO,MILARGO-D1_2006,Field Site,20.01,-98.91
MILARGO,MILARGO-D1_2006,Balloon Launch Site,19.7,-98.98
