campaign,deployment,platform_name,latitude,longitude
PAC2001,PAC2001-D1_2001,Field Site,49.03,122.6
PAC2001,PAC2001-D1_2001,Field Site,49.05,-122.25
PAC2001,PAC2001-D1_2001,Field Site,49.23,-123.05
PAC2001,PAC2001-D1_2001,Field Site,49.28,-123.03
